date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:34:32	9385/9385	---M--	200	added ('OK')	image/jpeg	date:Tue,%2018%20May%202010%2004:00:00%20GMT	http://groupeleblancgroup.com/upload/2-6BC0337F-C34C-7295-2A7C-39B7AECF034Fdes_3_1.jpg	C:/My%20Web%20Sites/groupeleblancgroup.com_upload/groupeleblancgroup.com/upload/2-6BC0337F-C34C-7295-2A7C-39B7AECF034Fdes_3_1.jpg	(from http://groupeleblancgroup.com/upload/)
14:34:33	16729/16729	---M--	200	added ('OK')	image/jpeg	date:Tue,%2018%20May%202010%2004:00:00%20GMT	http://groupeleblancgroup.com/upload/2-6CA08153-0DF3-9B89-8FDF-95B17EF77ABCsp_2_1.jpg	C:/My%20Web%20Sites/groupeleblancgroup.com_upload/groupeleblancgroup.com/upload/2-6CA08153-0DF3-9B89-8FDF-95B17EF77ABCsp_2_1.jpg	(from http://groupeleblancgroup.com/upload/)
14:34:34	11382/11382	---M--	200	added ('OK')	image/jpeg	date:Tue,%2018%20May%202010%2004:00:00%20GMT	http://groupeleblancgroup.com/upload/2-7D17D4CA-71D9-3FEB-98C2-49BE541C9D97sml_01.jpg	C:/My%20Web%20Sites/groupeleblancgroup.com_upload/groupeleblancgroup.com/upload/2-7D17D4CA-71D9-3FEB-98C2-49BE541C9D97sml_01.jpg	(from http://groupeleblancgroup.com/upload/)
14:34:34	18130/18130	---M--	200	added ('OK')	image/jpeg	date:Tue,%2018%20May%202010%2004:00:00%20GMT	http://groupeleblancgroup.com/upload/2-7175451A-36B4-E05C-EF7F-776EF5C808CCpar_3_1.jpg	C:/My%20Web%20Sites/groupeleblancgroup.com_upload/groupeleblancgroup.com/upload/2-7175451A-36B4-E05C-EF7F-776EF5C808CCpar_3_1.jpg	(from http://groupeleblancgroup.com/upload/)
14:34:34	12971/12971	---M--	200	added ('OK')	image/jpeg	date:Tue,%2018%20May%202010%2004:00:00%20GMT	http://groupeleblancgroup.com/upload/2-7D285991-67E1-C832-9CE3-1D5631247FB7med_02.jpg	C:/My%20Web%20Sites/groupeleblancgroup.com_upload/groupeleblancgroup.com/upload/2-7D285991-67E1-C832-9CE3-1D5631247FB7med_02.jpg	(from http://groupeleblancgroup.com/upload/)
14:34:35	12286/12286	---M--	200	added ('OK')	image/jpeg	date:Tue,%2018%20May%202010%2004:00:00%20GMT	http://groupeleblancgroup.com/upload/2-80761772-3670-FB89-9B7F-1450722102C3sml_01.jpg	C:/My%20Web%20Sites/groupeleblancgroup.com_upload/groupeleblancgroup.com/upload/2-80761772-3670-FB89-9B7F-1450722102C3sml_01.jpg	(from http://groupeleblancgroup.com/upload/)
14:34:36	11289/11289	---M--	200	added ('OK')	image/jpeg	date:Tue,%2018%20May%202010%2004:00:00%20GMT	http://groupeleblancgroup.com/upload/2-88E4EFF4-42D0-BE64-45F2-99E142E32C07sml_02.jpg	C:/My%20Web%20Sites/groupeleblancgroup.com_upload/groupeleblancgroup.com/upload/2-88E4EFF4-42D0-BE64-45F2-99E142E32C07sml_02.jpg	(from http://groupeleblancgroup.com/upload/)
14:34:36	11615/11615	---M--	200	added ('OK')	image/jpeg	date:Tue,%2018%20May%202010%2004:00:00%20GMT	http://groupeleblancgroup.com/upload/2-8CA8F026-D1CD-72F0-41D8-BC821C6835D5sp_2_2.jpg	C:/My%20Web%20Sites/groupeleblancgroup.com_upload/groupeleblancgroup.com/upload/2-8CA8F026-D1CD-72F0-41D8-BC821C6835D5sp_2_2.jpg	(from http://groupeleblancgroup.com/upload/)
14:34:37	14090/14090	---M--	200	added ('OK')	image/jpeg	date:Tue,%2018%20May%202010%2004:00:00%20GMT	http://groupeleblancgroup.com/upload/2-90EE74A2-43E4-DBEE-EB68-C644A19B14C6sml_03.jpg	C:/My%20Web%20Sites/groupeleblancgroup.com_upload/groupeleblancgroup.com/upload/2-90EE74A2-43E4-DBEE-EB68-C644A19B14C6sml_03.jpg	(from http://groupeleblancgroup.com/upload/)
14:34:37	9565/9565	---M--	200	added ('OK')	image/jpeg	date:Tue,%2018%20May%202010%2004:00:00%20GMT	http://groupeleblancgroup.com/upload/2-9E1A8124-4197-2F06-D94D-2EDDC8BBAF80med_01.jpg	C:/My%20Web%20Sites/groupeleblancgroup.com_upload/groupeleblancgroup.com/upload/2-9E1A8124-4197-2F06-D94D-2EDDC8BBAF80med_01.jpg	(from http://groupeleblancgroup.com/upload/)
14:34:38	12960/12960	---M--	200	added ('OK')	image/jpeg	date:Tue,%2018%20May%202010%2004:00:00%20GMT	http://groupeleblancgroup.com/upload/2-A8AA2EF8-1CB9-C61B-4038-8C2891E7D923Photos_mixte_001.jpg	C:/My%20Web%20Sites/groupeleblancgroup.com_upload/groupeleblancgroup.com/upload/2-A8AA2EF8-1CB9-C61B-4038-8C2891E7D923Photos_mixte_001.jpg	(from http://groupeleblancgroup.com/upload/)
14:34:38	12914/12914	---M--	200	added ('OK')	image/jpeg	date:Tue,%2018%20May%202010%2004:00:00%20GMT	http://groupeleblancgroup.com/upload/2-A9A8AB66-E7A5-71E4-8155-583E07F52278sml_03.jpg	C:/My%20Web%20Sites/groupeleblancgroup.com_upload/groupeleblancgroup.com/upload/2-A9A8AB66-E7A5-71E4-8155-583E07F52278sml_03.jpg	(from http://groupeleblancgroup.com/upload/)
14:34:40	14283/14283	---M--	200	added ('OK')	image/jpeg	date:Tue,%2018%20May%202010%2004:00:00%20GMT	http://groupeleblancgroup.com/upload/2-AD0D3CE9-B9CD-BDD2-99AB-3FED07C27EFBsml_01.jpg	C:/My%20Web%20Sites/groupeleblancgroup.com_upload/groupeleblancgroup.com/upload/2-AD0D3CE9-B9CD-BDD2-99AB-3FED07C27EFBsml_01.jpg	(from http://groupeleblancgroup.com/upload/)
14:34:40	16663/16663	---M--	200	added ('OK')	image/jpeg	date:Tue,%2018%20May%202010%2004:00:00%20GMT	http://groupeleblancgroup.com/upload/2-AB2948B2-FC80-74A0-648A-046AF4A34EC7417-left.jpg	C:/My%20Web%20Sites/groupeleblancgroup.com_upload/groupeleblancgroup.com/upload/2-AB2948B2-FC80-74A0-648A-046AF4A34EC7417-left.jpg	(from http://groupeleblancgroup.com/upload/)
14:34:40	14445/14445	---M--	200	added ('OK')	image/jpeg	date:Tue,%2018%20May%202010%2004:00:00%20GMT	http://groupeleblancgroup.com/upload/2-BEF6B360-BFE6-38F2-8A7C-28D1579836AFsml_02.jpg	C:/My%20Web%20Sites/groupeleblancgroup.com_upload/groupeleblancgroup.com/upload/2-BEF6B360-BFE6-38F2-8A7C-28D1579836AFsml_02.jpg	(from http://groupeleblancgroup.com/upload/)
14:34:40	15475/15475	---M--	200	added ('OK')	image/jpeg	date:Tue,%2018%20May%202010%2004:00:00%20GMT	http://groupeleblancgroup.com/upload/2-BFD96903-80B3-D723-9F19-9FE15D1F9194mr_3_1.jpg	C:/My%20Web%20Sites/groupeleblancgroup.com_upload/groupeleblancgroup.com/upload/2-BFD96903-80B3-D723-9F19-9FE15D1F9194mr_3_1.jpg	(from http://groupeleblancgroup.com/upload/)
14:34:42	12005/12005	---M--	200	added ('OK')	image/jpeg	date:Tue,%2018%20May%202010%2004:00:00%20GMT	http://groupeleblancgroup.com/upload/2-CDC0815E-CE5D-0526-8999-BBD9095D2AF4Photos_mixte_002.jpg	C:/My%20Web%20Sites/groupeleblancgroup.com_upload/groupeleblancgroup.com/upload/2-CDC0815E-CE5D-0526-8999-BBD9095D2AF4Photos_mixte_002.jpg	(from http://groupeleblancgroup.com/upload/)
14:34:42	11592/11592	---M--	200	added ('OK')	image/jpeg	date:Tue,%2018%20May%202010%2004:00:00%20GMT	http://groupeleblancgroup.com/upload/2-D0B4F8BB-69E4-74B9-AEBF-C5A32850CB81sml_01.jpg	C:/My%20Web%20Sites/groupeleblancgroup.com_upload/groupeleblancgroup.com/upload/2-D0B4F8BB-69E4-74B9-AEBF-C5A32850CB81sml_01.jpg	(from http://groupeleblancgroup.com/upload/)
14:34:42	18860/18860	---M--	200	added ('OK')	image/jpeg	date:Tue,%2018%20May%202010%2004:00:00%20GMT	http://groupeleblancgroup.com/upload/2-C029A8EF-6F2F-7301-92E4-4E7702188B77ml_2_1.jpg	C:/My%20Web%20Sites/groupeleblancgroup.com_upload/groupeleblancgroup.com/upload/2-C029A8EF-6F2F-7301-92E4-4E7702188B77ml_2_1.jpg	(from http://groupeleblancgroup.com/upload/)
14:34:43	13453/13453	---M--	200	added ('OK')	image/jpeg	date:Tue,%2018%20May%202010%2004:00:00%20GMT	http://groupeleblancgroup.com/upload/2-D51A3942-B08C-0F7F-BDF9-8651FE8114CBsml_02.jpg	C:/My%20Web%20Sites/groupeleblancgroup.com_upload/groupeleblancgroup.com/upload/2-D51A3942-B08C-0F7F-BDF9-8651FE8114CBsml_02.jpg	(from http://groupeleblancgroup.com/upload/)
14:34:43	10518/10518	---M--	200	added ('OK')	image/jpeg	date:Tue,%2018%20May%202010%2004:00:00%20GMT	http://groupeleblancgroup.com/upload/2-DF43D7E8-BC43-DD6C-DAC3-2DAB70375A28sml_01.jpg	C:/My%20Web%20Sites/groupeleblancgroup.com_upload/groupeleblancgroup.com/upload/2-DF43D7E8-BC43-DD6C-DAC3-2DAB70375A28sml_01.jpg	(from http://groupeleblancgroup.com/upload/)
